setting,language,domain,role,category,severity,count,turns,total_sims
L2 Interaction,Chinese,telecom,agent,tool_call_schema_error,benign,0,2090,342
L2 Interaction,Chinese,telecom,agent,revealed_info_early,critical,1,2090,342
L2 Interaction,Chinese,telecom,agent,revealed_info_early,benign,1,2090,342
L2 Interaction,Chinese,telecom,agent,other,critical,1,2090,342
L2 Interaction,Chinese,telecom,agent,other,benign,3,2090,342
L2 Interaction,Chinese,telecom,agent,interruption_error,critical,0,2090,342
L2 Interaction,Chinese,telecom,agent,interruption_error,benign,0,2090,342
L2 Interaction,Chinese,telecom,user,outcome,critical,60,2388,342
L2 Interaction,Chinese,telecom,user,outcome,benign,129,2388,342
L2 Interaction,Chinese,telecom,user,outcome,correct,153,2388,342
L2 Interaction,Chinese,telecom,user,guideline_violation,critical,30,2388,342
L2 Interaction,Chinese,telecom,user,guideline_violation,benign,82,2388,342
L2 Interaction,Chinese,telecom,user,missed_required_action,critical,3,2388,342
L2 Interaction,Chinese,telecom,user,missed_required_action,benign,12,2388,342
L2 Interaction,Chinese,telecom,user,incorrect_interpretation,critical,7,2388,342
L2 Interaction,Chinese,telecom,user,incorrect_interpretation,benign,38,2388,342
L2 Interaction,Chinese,telecom,user,premature_termination,critical,14,2388,342
L2 Interaction,Chinese,telecom,user,premature_termination,benign,21,2388,342
L2 Interaction,Chinese,telecom,user,inconsistent_behavior,critical,40,2388,342
L2 Interaction,Chinese,telecom,user,inconsistent_behavior,benign,197,2388,342
L2 Interaction,Chinese,telecom,user,hallucination,critical,62,2388,342
L2 Interaction,Chinese,telecom,user,hallucination,benign,85,2388,342
L2 Interaction,Chinese,telecom,user,wrong_sequence,critical,2,2388,342
L2 Interaction,Chinese,telecom,user,wrong_sequence,benign,5,2388,342
L2 Interaction,Chinese,telecom,user,tool_call_argument_error,critical,1,2388,342
L2 Interaction,Chinese,telecom,user,tool_call_argument_error,benign,0,2388,342
L2 Interaction,Chinese,telecom,user,irrelevant_tool_call,critical,0,2388,342
L2 Interaction,Chinese,telecom,user,irrelevant_tool_call,benign,0,2388,342
L2 Interaction,Chinese,telecom,user,tool_call_schema_error,critical,0,2388,342
L2 Interaction,Chinese,telecom,user,tool_call_schema_error,benign,8,2388,342
L2 Interaction,Chinese,telecom,user,revealed_info_early,critical,1,2388,342
L2 Interaction,Chinese,telecom,user,revealed_info_early,benign,3,2388,342
L2 Interaction,Chinese,telecom,user,other,critical,0,2388,342
L2 Interaction,Chinese,telecom,user,other,benign,28,2388,342
L2 Interaction,Chinese,telecom,user,interruption_error,critical,0,2388,342
L2 Interaction,Chinese,telecom,user,interruption_error,benign,0,2388,342
L2 Interaction,Filipino,telecom,agent,outcome,critical,91,2438,342
L2 Interaction,Filipino,telecom,agent,outcome,benign,88,2438,342
L2 Interaction,Filipino,telecom,agent,outcome,correct,163,2438,342
L2 Interaction,Filipino,telecom,agent,guideline_violation,critical,61,2438,342
L2 Interaction,Filipino,telecom,agent,guideline_violation,benign,68,2438,342
L2 Interaction,Filipino,telecom,agent,missed_required_action,critical,107,2438,342
L2 Interaction,Filipino,telecom,agent,missed_required_action,benign,97,2438,342
L2 Interaction,Filipino,telecom,agent,incorrect_interpretation,critical,29,2438,342
L2 Interaction,Filipino,telecom,agent,incorrect_interpretation,benign,60,2438,342
L2 Interaction,Filipino,telecom,agent,premature_termination,critical,18,2438,342
L2 Interaction,Filipino,telecom,agent,premature_termination,benign,1,2438,342
L2 Interaction,Filipino,telecom,agent,inconsistent_behavior,critical,6,2438,342
L2 Interaction,Filipino,telecom,agent,inconsistent_behavior,benign,32,2438,342
L2 Interaction,Filipino,telecom,agent,hallucination,critical,4,2438,342
L2 Interaction,Filipino,telecom,agent,hallucination,benign,11,2438,342
L2 Interaction,Filipino,telecom,agent,wrong_sequence,critical,5,2438,342
L2 Interaction,Filipino,telecom,agent,wrong_sequence,benign,8,2438,342
L2 Interaction,Filipino,telecom,agent,tool_call_argument_error,critical,1,2438,342
L2 Interaction,Filipino,telecom,agent,tool_call_argument_error,benign,4,2438,342
L2 Interaction,Filipino,telecom,agent,irrelevant_tool_call,critical,3,2438,342
L2 Interaction,Filipino,telecom,agent,irrelevant_tool_call,benign,18,2438,342
L2 Interaction,Filipino,telecom,agent,tool_call_schema_error,critical,1,2438,342
L2 Interaction,Filipino,telecom,agent,tool_call_schema_error,benign,2,2438,342
L2 Interaction,Filipino,telecom,agent,revealed_info_early,critical,0,2438,342
L2 Interaction,Filipino,telecom,agent,revealed_info_early,benign,0,2438,342
L2 Interaction,Filipino,telecom,agent,other,critical,1,2438,342
L2 Interaction,Filipino,telecom,agent,other,benign,8,2438,342
L2 Interaction,Filipino,telecom,agent,interruption_error,critical,0,2438,342
L2 Interaction,Filipino,telecom,agent,interruption_error,benign,0,2438,342
L2 Interaction,Filipino,telecom,user,outcome,critical,62,2791,342
L2 Interaction,Filipino,telecom,user,outcome,benign,141,2791,342
L2 Interaction,Filipino,telecom,user,outcome,correct,139,2791,342
L2 Interaction,Filipino,telecom,user,guideline_violation,critical,54,2791,342
L2 Interaction,Filipino,telecom,user,guideline_violation,benign,105,2791,342
L2 Interaction,Filipino,telecom,user,missed_required_action,critical,2,2791,342
L2 Interaction,Filipino,telecom,user,missed_required_action,benign,29,2791,342
L2 Interaction,Filipino,telecom,user,incorrect_interpretation,critical,3,2791,342
L2 Interaction,Filipino,telecom,user,incorrect_interpretation,benign,31,2791,342
L2 Interaction,Filipino,telecom,user,premature_termination,critical,17,2791,342
L2 Interaction,Filipino,telecom,user,premature_termination,benign,16,2791,342
L2 Interaction,Filipino,telecom,user,inconsistent_behavior,critical,52,2791,342
L2 Interaction,Filipino,telecom,user,inconsistent_behavior,benign,194,2791,342
L2 Interaction,Filipino,telecom,user,hallucination,critical,29,2791,342
L2 Interaction,Filipino,telecom,user,hallucination,benign,68,2791,342
L2 Interaction,Filipino,telecom,user,wrong_sequence,critical,0,2791,342
L2 Interaction,Filipino,telecom,user,wrong_sequence,benign,4,2791,342
L2 Interaction,Filipino,telecom,user,tool_call_argument_error,critical,1,2791,342
L2 Interaction,Filipino,telecom,user,tool_call_argument_error,benign,2,2791,342
L2 Interaction,Filipino,telecom,user,irrelevant_tool_call,critical,0,2791,342
L2 Interaction,Filipino,telecom,user,irrelevant_tool_call,benign,0,2791,342
L2 Interaction,Filipino,telecom,user,tool_call_schema_error,critical,0,2791,342
L2 Interaction,Filipino,telecom,user,tool_call_schema_error,benign,8,2791,342
L2 Interaction,Filipino,telecom,user,revealed_info_early,critical,0,2791,342
L2 Interaction,Filipino,telecom,user,revealed_info_early,benign,3,2791,342
L2 Interaction,Filipino,telecom,user,other,critical,0,2791,342
L2 Interaction,Filipino,telecom,user,other,benign,15,2791,342
L2 Interaction,Filipino,telecom,user,interruption_error,critical,0,2791,342
L2 Interaction,Filipino,telecom,user,interruption_error,benign,0,2791,342
L2 Domain,Indonesian,airline,agent,outcome,critical,92,614,150
L2 Domain,Indonesian,airline,agent,outcome,benign,24,614,150
L2 Domain,Indonesian,airline,agent,outcome,correct,34,614,150
L2 Domain,Indonesian,airline,agent,guideline_violation,critical,115,614,150
L2 Domain,Indonesian,airline,agent,guideline_violation,benign,18,614,150
L2 Domain,Indonesian,airline,agent,missed_required_action,critical,96,614,150
L2 Domain,Indonesian,airline,agent,missed_required_action,benign,25,614,150
L2 Domain,Indonesian,airline,agent,incorrect_interpretation,critical,43,614,150
L2 Domain,Indonesian,airline,agent,incorrect_interpretation,benign,25,614,150
L2 Domain,Indonesian,airline,agent,premature_termination,critical,28,614,150
L2 Domain,Indonesian,airline,agent,premature_termination,benign,0,614,150
L2 Domain,Indonesian,airline,agent,inconsistent_behavior,critical,6,614,150
L2 Domain,Indonesian,airline,agent,inconsistent_behavior,benign,8,614,150
L2 Domain,Indonesian,airline,agent,hallucination,critical,3,614,150
L2 Domain,Indonesian,airline,agent,hallucination,benign,5,614,150
L2 Domain,Indonesian,airline,agent,wrong_sequence,critical,13,614,150
L2 Domain,Indonesian,airline,agent,wrong_sequence,benign,5,614,150
L2 Domain,Indonesian,airline,agent,tool_call_argument_error,critical,7,614,150
L2 Domain,Indonesian,airline,agent,tool_call_argument_error,benign,8,614,150
L2 Domain,Indonesian,airline,agent,irrelevant_tool_call,critical,1,614,150
L2 Domain,Indonesian,airline,agent,irrelevant_tool_call,benign,0,614,150
L2 Domain,Indonesian,airline,agent,tool_call_schema_error,critical,0,614,150
L2 Domain,Indonesian,airline,agent,tool_call_schema_error,benign,1,614,150
L2 Domain,Indonesian,airline,agent,revealed_info_early,critical,3,614,150
L2 Domain,Indonesian,airline,agent,revealed_info_early,benign,1,614,150
L2 Domain,Indonesian,airline,agent,other,critical,0,614,150
L2 Domain,Indonesian,airline,agent,other,benign,1,614,150
L2 Domain,Indonesian,airline,agent,interruption_error,critical,0,614,150
L2 Domain,Indonesian,airline,agent,interruption_error,benign,0,614,150
L2 Domain,Indonesian,airline,user,outcome,critical,42,492,150
L2 Domain,Indonesian,airline,user,outcome,benign,39,492,150
L2 Domain,Indonesian,airline,user,outcome,correct,69,492,150
L2 Domain,Indonesian,airline,user,guideline_violation,critical,20,492,150
L2 Domain,Indonesian,airline,user,guideline_violation,benign,13,492,150
L2 Domain,Indonesian,airline,user,missed_required_action,critical,0,492,150
L2 Domain,Indonesian,airline,user,missed_required_action,benign,0,492,150
L2 Domain,Indonesian,airline,user,incorrect_interpretation,critical,3,492,150
L2 Domain,Indonesian,airline,user,incorrect_interpretation,benign,6,492,150
L2 Domain,Indonesian,airline,user,premature_termination,critical,9,492,150
L2 Domain,Indonesian,airline,user,premature_termination,benign,11,492,150
L2 Domain,Indonesian,airline,user,inconsistent_behavior,critical,15,492,150
L2 Domain,Indonesian,airline,user,inconsistent_behavior,benign,27,492,150
L2 Domain,Indonesian,airline,user,hallucination,critical,24,492,150
L2 Domain,Indonesian,airline,user,hallucination,benign,13,492,150
L2 Domain,Indonesian,airline,user,wrong_sequence,critical,0,492,150
L2 Domain,Indonesian,airline,user,wrong_sequence,benign,0,492,150
L2 Domain,Indonesian,airline,user,tool_call_argument_error,critical,0,492,150
L2 Domain,Indonesian,airline,user,tool_call_argument_error,benign,0,492,150
L2 Domain,Indonesian,airline,user,irrelevant_tool_call,critical,0,492,150
L2 Domain,Indonesian,airline,user,irrelevant_tool_call,benign,0,492,150
L2 Domain,Indonesian,airline,user,tool_call_schema_error,critical,0,492,150
L2 Domain,Indonesian,airline,user,tool_call_schema_error,benign,0,492,150
L2 Domain,Indonesian,airline,user,revealed_info_early,critical,0,492,150
L2 Domain,Indonesian,airline,user,revealed_info_early,benign,0,492,150
L2 Domain,Indonesian,airline,user,other,critical,0,492,150
L2 Domain,Indonesian,airline,user,other,benign,1,492,150
L2 Domain,Indonesian,airline,user,interruption_error,critical,0,492,150
L2 Domain,Indonesian,airline,user,interruption_error,benign,0,492,150
L2 Domain,Thai,airline,agent,outcome,critical,97,709,150
L2 Domain,Thai,airline,agent,outcome,benign,17,709,150
L2 Domain,Thai,airline,agent,outcome,correct,36,709,150
L2 Domain,Thai,airline,agent,guideline_violation,critical,130,709,150
L2 Domain,Thai,airline,agent,guideline_violation,benign,28,709,150
L2 Domain,Thai,airline,agent,missed_required_action,critical,86,709,150
L2 Domain,Thai,airline,agent,missed_required_action,benign,16,709,150
L2 Domain,Thai,airline,agent,incorrect_interpretation,critical,71,709,150
L2 Domain,Thai,airline,agent,incorrect_interpretation,benign,35,709,150
L2 Domain,Thai,airline,agent,premature_termination,critical,25,709,150
L2 Domain,Thai,airline,agent,premature_termination,benign,2,709,150
L2 Domain,Thai,airline,agent,inconsistent_behavior,critical,9,709,150
L2 Domain,Thai,airline,agent,inconsistent_behavior,benign,10,709,150
L2 Domain,Thai,airline,agent,hallucination,critical,14,709,150
L2 Domain,Thai,airline,agent,hallucination,benign,10,709,150
L2 Domain,Thai,airline,agent,wrong_sequence,critical,7,709,150
L2 Domain,Thai,airline,agent,wrong_sequence,benign,3,709,150
L2 Domain,Thai,airline,agent,tool_call_argument_error,critical,5,709,150
L2 Domain,Thai,airline,agent,tool_call_argument_error,benign,3,709,150
L2 Domain,Thai,airline,agent,irrelevant_tool_call,critical,1,709,150
L2 Domain,Thai,airline,agent,irrelevant_tool_call,benign,4,709,150
L2 Domain,Thai,airline,agent,tool_call_schema_error,critical,0,709,150
L2 Domain,Thai,airline,agent,tool_call_schema_error,benign,0,709,150
L2 Domain,Thai,airline,agent,revealed_info_early,critical,0,709,150
L2 Domain,Thai,airline,agent,revealed_info_early,benign,2,709,150
L2 Domain,Thai,airline,agent,other,critical,1,709,150
L2 Domain,Thai,airline,agent,other,benign,0,709,150
L2 Domain,Thai,airline,agent,interruption_error,critical,0,709,150
L2 Domain,Thai,airline,agent,interruption_error,benign,0,709,150
L2 Domain,Thai,airline,user,outcome,critical,55,631,150
L2 Domain,Thai,airline,user,outcome,benign,30,631,150
L2 Domain,Thai,airline,user,outcome,correct,65,631,150
L2 Domain,Thai,airline,user,guideline_violation,critical,29,631,150
L2 Domain,Thai,airline,user,guideline_violation,benign,14,631,150
L2 Domain,Thai,airline,user,missed_required_action,critical,0,631,150
L2 Domain,Thai,airline,user,missed_required_action,benign,1,631,150
L2 Domain,Thai,airline,user,incorrect_interpretation,critical,3,631,150
L2 Domain,Thai,airline,user,incorrect_interpretation,benign,2,631,150
L2 Domain,Thai,airline,user,premature_termination,critical,10,631,150
L2 Domain,Thai,airline,user,premature_termination,benign,8,631,150
L2 Domain,Thai,airline,user,inconsistent_behavior,critical,26,631,150
L2 Domain,Thai,airline,user,inconsistent_behavior,benign,30,631,150
L2 Domain,Thai,airline,user,hallucination,critical,48,631,150
L2 Domain,Thai,airline,user,hallucination,benign,13,631,150
L2 Domain,Thai,airline,user,wrong_sequence,critical,0,631,150
L2 Domain,Thai,airline,user,wrong_sequence,benign,0,631,150
L2 Domain,Thai,airline,user,tool_call_argument_error,critical,0,631,150
L2 Domain,Thai,airline,user,tool_call_argument_error,benign,0,631,150
L2 Domain,Thai,airline,user,irrelevant_tool_call,critical,0,631,150
L2 Domain,Thai,airline,user,irrelevant_tool_call,benign,0,631,150
L2 Domain,Thai,airline,user,tool_call_schema_error,critical,0,631,150
L2 Domain,Thai,airline,user,tool_call_schema_error,benign,0,631,150
L2 Domain,Thai,airline,user,revealed_info_early,critical,0,631,150
L2 Domain,Thai,airline,user,revealed_info_early,benign,0,631,150
L2 Domain,Thai,airline,user,other,critical,0,631,150
L2 Domain,Thai,airline,user,other,benign,0,631,150
L2 Domain,Thai,airline,user,interruption_error,critical,0,631,150
L2 Domain,Thai,airline,user,interruption_error,benign,0,631,150
L2 Domain,Filipino,airline,agent,outcome,critical,101,678,150
L2 Domain,Filipino,airline,agent,outcome,benign,17,678,150
L2 Domain,Filipino,airline,agent,outcome,correct,32,678,150
L2 Domain,Filipino,airline,agent,guideline_violation,critical,114,678,150
L2 Domain,Filipino,airline,agent,guideline_violation,benign,24,678,150
L2 Domain,Filipino,airline,agent,missed_required_action,critical,110,678,150
L2 Domain,Filipino,airline,agent,missed_required_action,benign,23,678,150
L2 Domain,Filipino,airline,agent,incorrect_interpretation,critical,58,678,150
L2 Domain,Filipino,airline,agent,incorrect_interpretation,benign,30,678,150
L2 Domain,Filipino,airline,agent,premature_termination,critical,30,678,150
L2 Domain,Filipino,airline,agent,premature_termination,benign,1,678,150
L2 Domain,Filipino,airline,agent,inconsistent_behavior,critical,6,678,150
L2 Domain,Filipino,airline,agent,inconsistent_behavior,benign,5,678,150
L2 Domain,Filipino,airline,agent,hallucination,critical,6,678,150
L2 Domain,Filipino,airline,agent,hallucination,benign,7,678,150
L2 Domain,Filipino,airline,agent,wrong_sequence,critical,11,678,150
L2 Domain,Filipino,airline,agent,wrong_sequence,benign,5,678,150
L2 Domain,Filipino,airline,agent,tool_call_argument_error,critical,6,678,150
L2 Domain,Filipino,airline,agent,tool_call_argument_error,benign,2,678,150
L2 Domain,Filipino,airline,agent,irrelevant_tool_call,critical,0,678,150
L2 Domain,Filipino,airline,agent,irrelevant_tool_call,benign,1,678,150
L2 Domain,Filipino,airline,agent,tool_call_schema_error,critical,0,678,150
L2 Domain,Filipino,airline,agent,tool_call_schema_error,benign,0,678,150
